
LENOVO-YOGA-7-1

"Status:","Unknown"
"Maximum Value:","Unknown"
"Minimum Value:","Unknown"
"Nominal Value:","Unknown"
"Resolution:","Unknown"
"Tolerance:","Unknown"
"Accuracy:","Unknown"

System Boot Information

"Boot Status:","No error occurred"

System Power Supply

"Location:","OEM Define 0"
"Device Name:","OEM Define 1"
"Manufacturer:","OEM Define 2"
"Serial Number:","OEM Define 3"
"Asset Tag Number:","OEM Define 4"
"Model Part Number:","OEM Define 5"
"Revision Level:","OEM Define 6"
"Max Power Capacity:","75 mW"
"Power Supply Status:","Not Present"
"Power Supply Type:","Regulator"
"Power Status:","OK"
"Hot replaceable:","No"
"Unplugged from wall:","Yes"

Additional Information




On Board Device

"Device Description:","IGD"
"Device Type:","Video Adapter"
"Device Status:","Disabled"
"Base Segment:Bus:Device:Function Number:","0:0:2:0"

TPM

"TPM Specification Version:","2.0"
"TPM Vendor:","Intel"
"TPM Description:","TPM Device"

Intel ASF

"Intel ASF Status:","Enabled"

Intel vPro

"Intel ME Version:","v18.0, Build 2062, Hotfix 5"
"CPU VMX Support:","Supported"
"CPU VMX Status:","Enabled"
"CPU TXT Support:","Supported"
"CPU TXT Status:","Disabled"
"Intel ME Status:","Enabled"
"Intel AMT Support:","Not Supported"
"Intel Standard Manageability:","Not Supported"
"KVM Support:","Not Supported"
"KVM Status:","Disabled"
"Local Wakeup Timer Support:","Not Supported"
"BIOS VT-d Support:","Supported"
"BIOS TXT Support:","Supported"
"BIOS VT-x Support:","Supported"

Firmware Version Information

"BIOS Guard","2.1.0.970"

Firmware Version Information

"FSP Binary Version","0D.00.00A1.0030"

Firmware Version Information

"Reference Code - CPU","13.0.161.48"
"uCode Version","0.0.0.42"
"TXT ACM version","1.19.20.0"

Firmware Version Information

"Reference Code - ME","13.0.161.48"
"ME Firmware Version","18.0.5.2062, Consumer SKU"
"ISSE Version","03E8.0000.0005.06D0"

Firmware Version Information

"Reference Code - PCH","13.0.161.48"
"PCH-CRID Status","Disabled"
"PCH-CRID Original Value","0x20"
"PCH-CRID New Value","0x20"
"OPROM - RST - RAID",""
"PCH Hsio Version","4.0.0.0"

Firmware Version Information

"Reference Code - SA - System Agent","13.0.161.48"
"Reference Code - MRC","1.3.18.0"
"SA - PCIe Version","13.0.161.48"
"SA-CRID Status","Disabled"
"SA-CRID Original Value","0.0.0.4"
"SA-CRID New Value","0.0.0.4"
"OPROM - VBIOS",""
"IO Manageability Engine FW Version","48.1.10.0"
"PHY Build Version","0.0.0.7013"
"Thunderbolt(TM) FW Version","9.1.0.0"
"System Agent Manageability Engine FW Version",""

Firmware Version Information

"Lan Phy Version",""
"Sensor Firmware Version",""
"Debug Mode Status","Disabled"
"Performance Mode Status","Disabled"
"Debug Use USB(Disabled:Serial)","Disabled"
"ICC Overclocking Version",""
"UNDI Version",""
"EC FW Version","1.27.0.0"
"GOP Version","0.34.0.4161"
"Royal Park Version",""
"Platform Version","0.7.0.0"
"TCSS PD0 Version",""
"TCSS PD1 Version",""
"TCSS Retimer0 Version",""
"TCSS Retimer1 Version",""
"TCSS Retimer2 Version",""

Memory Devices


Physical Memory Array

"Array Location:","System board"
"Array Use:","System memory"
"Error Detecting Method:","None"
"Memory Capacity:","16 GBytes"
"Memory Devices:","8"

Memory Device

"Total Width:","16 bits"
"Data Width:","16 bits"
"Device Size:","2048 MBytes"
"Device Form Factor:","Row of chips"
"Device Locator:","Controller0-ChannelA"
"Bank Locator:","BANK 0"
"Device Type:","LPDDR5"
"Device Type Detail:","Synchronous"
"Memory Speed:","7467 MT/s"
"Configured Memory Speed:","7467 MT/s"
"Manufacturer:","Samsung"
"Serial Number:","00000000"
"Part Number:","K3KL8L80CM-MGCT     "
"Asset Tag:","9876543210"
"Volatile Size:","2 GBytes"

Memory Device

"Total Width:","16 bits"
"Data Width:","16 bits"
"Device Size:","2048 MBytes"
"Device Form Factor:","Row of chips"
"Device Locator:","Controller0-ChannelB"
"Bank Locator:","BANK 1"
"Device Type:","LPDDR5"
"Device Type Detail:","Synchronous"
"Memory Speed:","7467 MT/s"
"Configured Memory Speed:","7467 MT/s"
"Manufacturer:","Samsung"
"Serial Number:","00000000"
"Part Number:","K3KL8L80CM-MGCT     "
"Asset Tag:","9876543210"
"Volatile Size:","2 GBytes"

Memory Device

"Total Width:","16 bits"
"Data Width:","16 bits"
"Device Size:","2048 MBytes"
"Device Form Factor:","Row of chips"
"Device Locator:","Controller0-ChannelC"
"Bank Locator:","BANK 2"
"Device Type:","LPDDR5"
"Device Type Detail:","Synchronous"
"Memory Speed:","7467 MT/s"
"Configured Memory Speed:","7467 MT/s"
"Manufacturer:","Samsung"
"Serial Number:","00000000"
"Part Number:","K3KL8L80CM-MGCT     "
"Asset Tag:","9876543210"
"Volatile Size:","2 GBytes"

Memory Device

"Total Width:","16 bits"
"Data Width:","16 bits"
"Device Size:","2048 MBytes"
"Device Form Factor:","Row of chips"
"Device Locator:","Controller0-ChannelD"
"Bank Locator:","BANK 3"
"Device Type:","LPDDR5"
"Device Type Detail:","Synchronous"
"Memory Speed:","7467 MT/s"
"Configured Memory Speed:","7467 MT/s"
"Manufacturer:","Samsung"
"Serial Number:","00000000"
"Part Number:","K3KL8L80CM-MGCT     "
"Asset Tag:","9876543210"
"Volatile Size:","2 GBytes"

Memory Device

"Total Width:","16 bits"
"Data Width:","16 bits"
"Device Size:","2048 MBytes"
"Device Form Factor:","Row of chips"
"Device Locator:","Controller1-ChannelA"
"Bank Locator:","BANK 0"
"Device Type:","LPDDR5"
"Device Type Detail:","Synchronous"
"Memory Speed:","7467 MT/s"
"Configured Memory Speed:","7467 MT/s"
"Manufacturer:","Samsung"
"Serial Number:","00000000"
"Part Number:","K3KL8L80CM-MGCT     "
"Asset Tag:","9876543210"
"Volatile Size:","2 GBytes"

Memory Device

"Total Width:","16 bits"
"Data Width:","16 bits"
"Device Size:","2048 MBytes"
"Device Form Factor:","Row of chips"
"Device Locator:","Controller1-ChannelB"
"Bank Locator:","BANK 1"
"Device Type:","LPDDR5"
"Device Type Detail:","Synchronous"
"Memory Speed:","7467 MT/s"
"Configured Memory Speed:","7467 MT/s"
"Manufacturer:","Samsung"
"Serial Number:","00000000"
"Part Number:","K3KL8L80CM-MGCT     "
"Asset Tag:","9876543210"
"Volatile Size:","2 GBytes"

Memory Device

"Total Width:","16 bits"
"Data Width:","16 bits"
"Device Size:","2048 MBytes"
"Device Form Factor:","Row of chips"
"Device Locator:","Controller1-ChannelC"
"Bank Locator:","BANK 2"
"Device Type:","LPDDR5"
"Device Type Detail:","Synchronous"
"Memory Speed:","7467 MT/s"
"Configured Memory Speed:","7467 MT/s"
"Manufacturer:","Samsung"
"Serial Number:","00000000"
"Part Number:","K3KL8L80CM-MGCT     "
"Asset Tag:","9876543210"
"Volatile Size:","2 GBytes"

Memory Device

"Total Width:","16 bits"
"Data Width:","16 bits"
"Device Size:","2048 MBytes"
"Device Form Factor:","Row of chips"
"Device Locator:","Controller1-ChannelD"
"Bank Locator:","BANK 3"
"Device Type:","LPDDR5"
"Device Type Detail:","Synchronous"
"Memory Speed:","7467 MT/s"
"Configured Memory Speed:","7467 MT/s"
"Manufacturer:","Samsung"
"Serial Number:","00000000"
"Part Number:","K3KL8L80CM-MGCT     "
"Asset Tag:","9876543210"
"Volatile Size:","2 GBytes"

Memory Array Mapped Address

"Starting Address:","00000000"
"Ending Address:","00FFFFFF"
"Partition Width:","8"

Memory Device Mapped Address

"Starting Address:","00000000"
"Ending Address:","001FFFFF"
"Partition Row Position:","Unknown"
"Interleave Position:","1"
"Interleave Data Depth:","1"

Memory Device Mapped Address

"Starting Address:","00000000"
"Ending Address:","001FFFFF"
"Partition Row Position:","Unknown"
"Interleave Position:","2"
"Interleave Data Depth:","1"

Memory Device Mapped Address

"Starting Address:","00000000"
"Ending Address:","001FFFFF"
"Partition Row Position:","Unknown"
"Interleave Position:","3"
"Interleave Data Depth:","1"

Memory Device Mapped Address

"Starting Address:","00000000"
"Ending Address:","001FFFFF"
"Partition Row Position:","Unknown"
"Interleave Position:","4"
"Interleave Data Depth:","1"

Memory Device Mapped Address

"Starting Address:","00000000"
"Ending Address:","001FFFFF"
"Partition Row Position:","Unknown"
"Interleave Position:","1"
"Interleave Data Depth:","1"

Memory Device Mapped Address

"Starting Address:","00000000"
"Ending Address:","001FFFFF"
"Partition Row Position:","Unknown"
"Interleave Position:","2"
"Interleave Data Depth:","1"

Memory Device Mapped Address

"Starting Address:","00000000"
"Ending Address:","001FFFFF"
"Partition Row Position:","Unknown"
"Interleave Position:","3"
"Interleave Data Depth:","1"

Memory Device Mapped Address

"Starting Address:","00000000"
"Ending Address:","001FFFFF"
"Partition Row Position:","Unknown"
"Interleave Position:","4"
"Interleave Data Depth:","1"

Port Connectors


Keyboard Port

"Port Type:","Keyboard Port"
"Internal Reference:","J1A1"
"Internal Connector Type:","None"
"External Reference:","Keyboard"
"External Connector Type:","PS/2"

Mouse Port

"Port Type:","Mouse Port"
"Internal Reference:","J1A1"
"Internal Connector Type:","None"
"External Reference:","Mouse"
"External Connector Type:","PS/2"

Video Port

"Port Type:","Video Port"
"Internal Reference:","J2A1"
"Internal Connector Type:","None"
"External Reference:","TV OUT"
"External Connector Type:","Mini-DIN"

Video Port

"Port Type:","Video Port"
"Internal Reference:","J2A2"
"Internal Connector Type:","None"
"External Reference:","CRT"
"External Connector Type:","DB-15 pin female"

Serial Port 16550A Compatible

"Port Type:","Serial Port 16550A Compatible"
"Internal Reference:","J2A2"
"Internal Connector Type:","None"
"External Reference:","COM 1"
"External Connector Type:","DB-9 pin male"

USB

"Port Type:","USB"
"Internal Reference:","J3A1"
"Internal Connector Type:","None"
"External Reference:","USB"
"External Connector Type:","Access Bus (USB)"

USB

"Port Type:","USB"
"Internal Reference:","J3A1"
"Internal Connector Type:","None"
"External Reference:","USB"
"External Connector Type:","Access Bus (USB)"

USB

"Port Type:","USB"
"Internal Reference:","J3A1"
"Internal Connector Type:","None"
"External Reference:","USB"
"External Connector Type:","Access Bus (USB)"

USB

"Port Type:","USB"
"Internal Reference:","J5A1"
"Internal Connector Type:","None"
"External Reference:","USB"
"External Connector Type:","Access Bus (USB)"

USB

"Port Type:","USB"
"Internal Reference:","J5A1"
"Internal Connector Type:","None"
"External Reference:","USB"
"External Connector Type:","Access Bus (USB)"

USB

"Port Type:","USB"
"Internal Reference:","J5A2"
"Internal Connector Type:","None"
"External Reference:","USB"
"External Connector Type:","Access Bus (USB)"

Network Port

"Port Type:","Network Port"
"Internal Reference:","J5A1"
"Internal Connector Type:","None"
"External Reference:","Network"
"External Connector Type:","RJ-45"

Port Connector

"Port Type:","Unknown"
"Internal Reference:","J9G2"
"Internal Connector Type:","On Board Floppy"
"External Reference:","OnBoard Floppy Type"
"External Connector Type:","None"

Port Connector

"Port Type:","Unknown"
"Internal Reference:","J7J1"
"Internal Connector Type:","On Board IDE"
"External Reference:","OnBoard Primary IDE"
"External Connector Type:","None"

Audio Port

"Port Type:","Audio Port"
"Internal Reference:","J30"
"Internal Connector Type:","None"
"External Reference:","Microphone In"
"External Connector Type:","Mini-jack (headphones)"

Audio Port

"Port Type:","Audio Port"
"Internal Reference:","J30"
"Internal Connector Type:","None"
"External Reference:","Line In"
"External Connector Type:","Mini-jack (headphones)"

Audio Port

"Port Type:","Audio Port"
"Internal Reference:","J30"
"Internal Connector Type:","None"
"External Reference:","Speaker Out"
"External Connector Type:","Mini-jack (headphones)"

System Slots


J6C1

"Slot Designation:","J6C1"
"Slot Type:","PCI Express x1"
"Slot Usage:","In use"
"Slot Data Bus Width:","1x / x1"
"Slot Length:","Unknown"
"Base Segment:Bus:Device:Function Number:","0:0:28:0"

J6D2

"Slot Designation:","J6D2"
"Slot Type:","PCI Express x1"
"Slot Usage:","Empty"
"Slot Data Bus Width:","1x / x1"
"Slot Length:","Unknown"
"Base Segment:Bus:Device:Function Number:","0:0:28:1"

J7C1

"Slot Designation:","J7C1"
"Slot Type:","PCI Express x1"
"Slot Usage:","Empty"
"Slot Data Bus Width:","1x / x1"
"Slot Length:","Unknown"
"Base Segment:Bus:Device:Function Number:","0:0:28:2"

J7D1

"Slot Designation:","J7D1"
"Slot Type:","PCI Express x1"
"Slot Usage:","Empty"
"Slot Data Bus Width:","1x / x1"
"Slot Length:","Unknown"
"Base Segment:Bus:Device:Function Number:","0:0:28:3"

J8C1

"Slot Designation:","J8C1"
"Slot Type:","PCI Express x4"
"Slot Usage:","Empty"
"Slot Data Bus Width:","4x / x4"
"Slot Length:","Unknown"
"Base Segment:Bus:Device:Function Number:","0:0:28:4"

Intel ME

"ME Current Working State:","Normal"
"Manufacturing Mode:","Not Active"
"ME Current Operation Mode:","Normal"
"Intel ME Version:","18.0, Build 2062, Hot Fix 5"
"Intel ME Recovery Image Version:","18.0, Build 2062, Hot Fix 5"
"Intel ME FITC Version:","18.0, Build 2062, Hot Fix 5"
"Full Network Manageability:","Not Capable"
"Standard Network Manageability:","Not Capable"
"Manageability (AMT):","Not Capable"
"One Click Recovery (OCR):","Not Capable"
"Remote Platform Erase (RPE):","Not Capable"
"Platform Service Record (PSR):","Not Capable"
"Intel Sensor Hub (ISH):","Capable"
"Wireless LAN (WLAN):","Not Capable"
"TBT Docking:","Not Capable"
"Platform Trust Technology (PTT):","Capable"
"Secure/FIDO device Onboard support:","Capable"
"Full Network Manageability:","Disabled"
"Standard Network Manageability:","Disabled"
"Manageability (AMT):","Disabled"
"One Click Recovery (OCR):","Disabled"
"Remote Platform Erase (RPE):","Disabled"
"Platform Service Record (PSR):","Disabled"
"Intel Sensor Hub (ISH):","Enabled"
"Wireless LAN (WLAN):","Disabled"
"TBT Docking:","Disabled"
"Platform Trust Technology (PTT):","Enabled"
"Secure/FIDO device Onboard support:","Disabled"
"Platform Target Usage Type:","Mobile"
"SKU:","Regular SKU"
"ME Firmware Image Type:","Consumer SKU Firmware"
"Platform Manageability Application:","None"
"Host ME Region Flash Protection Override (HMRFPO) Status:","Locked"

Memory

"Total Memory Size:","16 GBytes"
"Total Memory Size [MB]:","16384"
"Maximum Supported Memory Clock:","4200.0 MHz"
"Current Timing (tCAS-tRCD-tRP-tRAS):","64-52-52-120"
"Memory Channels Supported:","4"
"Memory Channels Active:","4"
"Command Rate (CR):","1T"
"Read to Read Delay (tRDRD_SG/TrdrdScL) Same Bank Group:","32T"
"Read to Read Delay (tRDRD_DG/TrdrdScDlr) Different Bank Group:","24T"
"Read to Read Delay (tRDRD_SD) Same DIMM:","32T"
"Read to Read Delay (tRDRD_DD) Different DIMM:","32T"
"Write to Write Delay (tWRWR_SG/TwrwrScL) Same Bank Group:","32T"
"Write to Write Delay (tWRWR_DG/TwrwrScDlr) Different Bank Group:","24T"
"Write to Write Delay (tWRWR_SD) Same DIMM:","40T"
"Write to Write Delay (tWRWR_DD) Different DIMM:","40T"
"Read to Write Delay (tRDWR_SG/TrdwrScL) Same Bank Group:","52T"
"Read to Write Delay (tRDWR_DG/TrdwrScDlr) Different Bank Group:","44T"
"Read to Write Delay (tRDWR_SD) Same DIMM:","44T"
"Read to Write Delay (tRDWR_DD) Different DIMM:","44T"
"Write to Read Delay (tWRRD_SG/TwrrdScL) Same Bank Group:","128T"
"Write to Read Delay (tWRRD_DG/TwrrdScDlr) Different Bank Group:","104T"
"Write to Read Delay (tWRRD_SD) Same DIMM:","36T"
"Write to Read Delay (tWRRD_DD) Different DIMM:","36T"
"Read to Precharge Delay (tRTP):","40T"
"Write to Precharge Delay (tWTP):","131T"
"Write Recovery Time (tWR):","120T"
"RAS# to RAS# Delay (tRRD_L):","12T"
"RAS# to RAS# Delay (tRRD_S):","12T"
"Row Cycle Time (tRC):","172T"
"Refresh Cycle Time (tRFC):","784T"
"Four Activate Window (tFAW):","44T"

Row: 0 [BANK 0/Controller0-ChannelA] - 2 GB LPDDR5 SDRAM Samsung K3KL8L80CM-MGCT

"Row Number:","0"
"Row Size:","2 GBytes"
"Memory Type:","LPDDR5 SDRAM"
"Module Manufacturer:","Samsung"
"Module Model:","K3KL8L80CM-MGCT"
"Module Type:","LPDDR5 SDRAM"
"Module Serial Number:","00000000"

Row: 1 [BANK 1/Controller0-ChannelB] - 2 GB LPDDR5 SDRAM Samsung K3KL8L80CM-MGCT

"Row Number:","1"
"Row Size:","2 GBytes"
"Memory Type:","LPDDR5 SDRAM"
"Module Manufacturer:","Samsung"
"Module Model:","K3KL8L80CM-MGCT"
"Module Type:","LPDDR5 SDRAM"
"Module Serial Number:","00000000"

Row: 2 [BANK 2/Controller0-ChannelC] - 2 GB LPDDR5 SDRAM Samsung K3KL8L80CM-MGCT

"Row Number:","2"
"Row Size:","2 GBytes"
"Memory Type:","LPDDR5 SDRAM"
"Module Manufacturer:","Samsung"
"Module Model:","K3KL8L80CM-MGCT"
"Module Type:","LPDDR5 SDRAM"
"Module Serial Number:","00000000"

Row: 3 [BANK 3/Controller0-ChannelD] - 2 GB LPDDR5 SDRAM Samsung K3KL8L80CM-MGCT

"Row Number:","3"
"Row Size:","2 GBytes"
"Memory Type:","LPDDR5 SDRAM"
"Module Manufacturer:","Samsung"
"Module Model:","K3KL8L80CM-MGCT"
"Module Type:","LPDDR5 SDRAM"
"Module Serial Number:","00000000"

Row: 4 [BANK 0/Controller1-ChannelA] - 2 GB LPDDR5 SDRAM Samsung K3KL8L80CM-MGCT

"Row Number:","4"
"Row Size:","2 GBytes"
"Memory Type:","LPDDR5 SDRAM"
"Module Manufacturer:","Samsung"
"Module Model:","K3KL8L80CM-MGCT"
"Module Type:","LPDDR5 SDRAM"
"Module Serial Number:","00000000"

Row: 5 [BANK 1/Controller1-ChannelB] - 2 GB LPDDR5 SDRAM Samsung K3KL8L80CM-MGCT

"Row Number:","5"
"Row Size:","2 GBytes"
"Memory Type:","LPDDR5 SDRAM"
"Module Manufacturer:","Samsung"
"Module Model:","K3KL8L80CM-MGCT"
"Module Type:","LPDDR5 SDRAM"
"Module Serial Number:","00000000"

Row: 6 [BANK 2/Controller1-ChannelC] - 2 GB LPDDR5 SDRAM Samsung K3KL8L80CM-MGCT

"Row Number:","6"
"Row Size:","2 GBytes"
"Memory Type:","LPDDR5 SDRAM"
"Module Manufacturer:","Samsung"
"Module Model:","K3KL8L80CM-MGCT"
"Module Type:","LPDDR5 SDRAM"
"Module Serial Number:","00000000"

Row: 7 [BANK 3/Controller1-ChannelD] - 2 GB LPDDR5 SDRAM Samsung K3KL8L80CM-MGCT

"Row Number:","7"
"Row Size:","2 GBytes"
"Memory Type:","LPDDR5 SDRAM"
"Module Manufacturer:","Samsung"
"Module Model:","K3KL8L80CM-MGCT"
"Module Type:","LPDDR5 SDRAM"
"Module Serial Number:","00000000"

Bus


PCI Bus #0


Intel Meteor Lake-H 4P+8E - Host Bridge/DRAM Controller

"Device Name:","Intel Meteor Lake-H 4P+8E - Host Bridge/DRAM Controller"
"Original Device Name:","Intel Meteor Lake-H 4P+8E - Host Bridge/DRAM Controller"
"Device Class:","Host-to-PCI Bridge"
"Revision ID:","4"
"PCI Address (Bus:Device:Function) Number:","0:0:0"
"PCI Latency Timer:","0"
"Hardware ID:","PCI\VEN_8086&DEV_7D14&SUBSYS_380317AA&REV_04"
"Interrupt Line:","N/A"
"Interrupt Pin:","N/A"
"Bus Mastering:","Enabled"
"Running At 66 MHz:","Not Capable"
"Fast Back-to-Back Transactions:","Capable"
"Driver Manufacturer:","Microsoft"
"Driver Description:","PCI standard host CPU bridge"
"Driver Provider:","Microsoft"
"Driver Version:","10.0.26100.1150"
"Driver Date:","21-Jun-2006"
"DeviceInstanceId","PCI\VEN_8086&DEV_7D14&SUBSYS_380317AA&REV_04\3&11583659&1&00"
"Location Paths","PCIROOT(0)#PCI(0000)"

Intel Meteor Lake-P - Integrated Graphics

"Device Name:","Intel Meteor Lake-P - Integrated Graphics"
"Original Device Name:","Intel Meteor Lake-P - Integrated Graphics"
"Device Class:","VGA Compatible Adapter"
"Revision ID:","8"
"PCI Address (Bus:Device:Function) Number:","0:2:0"
"PCI Latency Timer:","0"
"Hardware ID:","PCI\VEN_8086&DEV_7D55&SUBSYS_381317AA&REV_08"
"Version:","1.1"
"Maximum Link Width:","x1"
"Current Link Width:","x1"
"Maximum Link Speed:","2.5 GT/s"
"Current Link Speed:","2.5 GT/s"
"Device/Port Type:","Root Complex Integrated Endpoint"
"Slot Implemented:","No"
"Emergency Power Reduction:","Not Supported"
"Active State Power Management (ASPM) Support:","L0s and L1"
"Active State Power Management (ASPM) Status:","Disabled"
"L0s Exit Latency:","< 64 ns"
"L1 Exit Latency:","< 1 us"
"Maximum Payload Size Supported:","128 bytes"
"Maximum Payload Size:","128 bytes"
"Resizable BAR Support:","Supported"
"Resizable BAR0 Supported Size:","256 MB"
"Resizable BAR0 Current Size:","256 MB"
"Interrupt Line:","N/A"
"Interrupt Pin:","N/A"
"Memory Base Address 0","5018000000"
"Memory Base Address 2","4000000000"
"Bus Mastering:","Enabled"
"Running At 66 MHz:","Not Capable"
"Fast Back-to-Back Transactions:","Not Capable"
"Driver Manufacturer:","Intel Corporation"
"Driver Description:","Intel(R) Arc(TM) Graphics"
"Driver Provider:","Intel Corporation"
"Driver Version:","32.0.101.8626"
"Driver Date:","11-Mar-2026"
"DCH/UWD Driver:","Capable"
"DeviceInstanceId","PCI\VEN_8086&DEV_7D55&SUBSYS_381317AA&REV_08\3&11583659&1&10"
"Location Paths","PCIROOT(0)#PCI(0200)"

Intel Meteor Lake/Arrow Lake-U/H - Dynamic Platform & Thermal Framework Processor Participant

"Device Name:","Intel Meteor Lake/Arrow Lake-U/H - Dynamic Platform & Thermal Framework Processor Participant"
"Original Device Name:","Intel Meteor Lake/Arrow Lake-U/H - Dynamic Platform & Thermal Framework Processor Participant"
"Device Class:","Other Data Acquisition/Signal Processing Controller"
"Revision ID:","4"
"PCI Address (Bus:Device:Function) Number:","0:4:0"
"PCI Latency Timer:","0"
"Hardware ID:","PCI\VEN_8086&DEV_7D03&SUBSYS_380817AA&REV_04"
"Interrupt Line:","IRQ16"
"Interrupt Pin:","INTA#"
"Memory Base Address 0","50192C0000"
"Bus Mastering:","Enabled"
"Running At 66 MHz:","Not Capable"
"Fast Back-to-Back Transactions:","Capable"
"Driver Manufacturer:","Intel"
"Driver Description:","Intel(R) Innovation Platform Framework Processor Participant"
"Driver Provider:","Intel"
"Driver Version:","2.2.10204.8"
"Driver Date:","16-Dec-2024"
"DeviceInstanceId","PCI\VEN_8086&DEV_7D03&SUBSYS_380817AA&REV_04\3&11583659&1&20"
"Location Paths","PCIROOT(0)#PCI(0400)"

Intel Meteor Lake/Arrow Lake-U/H IOE - PCI Express Root Port #10 (PCIe61)

"Device Name:","Intel Meteor Lake/Arrow Lake-U/H IOE - PCI Express Root Port #10 (PCIe61)"
"Original Device Name:","Intel Meteor Lake/Arrow Lake-U/H IOE - PCI Express Root Port #10 (PCIe61)"
"Device Class:","PCI-to-PCI Bridge"
"Revision ID:","10"
"PCI Address (Bus:Device:Function) Number:","0:6:0"
"PCI Latency Timer:","0"
"Hardware ID:","PCI\VEN_8086&DEV_7ECA&SUBSYS_00000000&REV_10"
"Version:","4.0"
"Maximum Link Width:","x4"
"Current Link Width:","x4"
"Maximum Link Speed:","16.0 GT/s"
"Current Link Speed:","16.0 GT/s"
"Device/Port Type:","Root Port of PCI Express Root Complex"
"Slot Implemented:","Yes"
"Hot-Plug:","Not Capable"
"Hot-Plug Surprise:","Not Capable"
"Slot Power Limit:","25.000 W"
"Emergency Power Reduction:","Not Supported"
"Active State Power Management (ASPM) Support:","L0s and L1"
"Active State Power Management (ASPM) Status:","L1 Entry"
"L0s Exit Latency:","2 - 4 us"
"L1 Exit Latency:","32 - 64 us"
"Maximum Payload Size Supported:","256 bytes"
"Maximum Payload Size:","256 bytes"
"Resizable BAR Support:","Not Supported"
"Interrupt Line:","N/A"
"Interrupt Pin:","INTB#"
"Bus Mastering:","Enabled"
"Running At 66 MHz:","Not Capable"
"Fast Back-to-Back Transactions:","Not Capable"
"Driver Manufacturer:","Microsoft"
"Driver Description:","PCI Express Root Port"
"Driver Provider:","Microsoft"
"Driver Version:","10.0.26100.8972"
"Driver Date:","21-Jun-2006"
"DeviceInstanceId","PCI\VEN_8086&DEV_7ECA&SUBSYS_72708086&REV_10\3&11583659&1&30"
"Location Paths","PCIROOT(0)#PCI(0600)"

PCI Express x4 Bus #1


Samsung Electronics Piccolo S4LY022 PCIe 4.0 x4 NVMe 2.0 DRAM-less SSD Controller

"Device Name:","Samsung Electronics Piccolo S4LY022 PCIe 4.0 x4 NVMe 2.0 DRAM-less SSD Controller"
"Original Device Name:","Samsung Electronics Piccolo S4LY022 PCIe 4.0 x4 NVMe 2.0 DRAM-less SSD Controller"
"Device Class:","NVMe Controller"
"Revision ID:","0"
"PCI Address (Bus:Device:Function) Number:","1:0:0"
"PCI Latency Timer:","0"
"Hardware ID:","PCI\VEN_144D&DEV_A80D&SUBSYS_A801144D&REV_00"
"Version:","4.0"
"Maximum Link Width:","x4"
"Current Link Width:","x4"
"Maximum Link Speed:","16.0 GT/s"
"Current Link Speed:","16.0 GT/s"
"Device/Port Type:","PCI Express Endpoint"
"Slot Implemented:","No"
"Emergency Power Reduction:","Not Supported"
"Active State Power Management (ASPM) Support:","L1"
"Active State Power Management (ASPM) Status:","L1 Entry"
"L0s Exit Latency:",">4 us"
"L1 Exit Latency:","32 - 64 us"
"Maximum Payload Size Supported:","512 bytes"
"Maximum Payload Size:","256 bytes"
"Resizable BAR Support:","Not Supported"
"Interrupt Line:","N/A"
"Interrupt Pin:","INTA#"
"Memory Base Address 0","8C100000"
"Bus Mastering:","Enabled"
"Running At 66 MHz:","Not Capable"
"Fast Back-to-Back Transactions:","Not Capable"
"Driver Manufacturer:","Microsoft"
"Driver Description:","Standard NVM Express Controller"
"Driver Provider:","Microsoft"
"Driver Version:","10.0.26100.8972"
"Driver Date:","21-Jun-2006"
"DeviceInstanceId","PCI\VEN_144D&DEV_A80D&SUBSYS_A801144D&REV_00\4&3396E079&0&0030"
"Location Paths","PCIROOT(0)#PCI(0600)#PCI(0000)"

Intel Meteor Lake/Arrow Lake-U/H - USB Type-C Subsystem PCIe Root Port #16

"Device Name:","Intel Meteor Lake/Arrow Lake-U/H - USB Type-C Subsystem PCIe Root Port #16"
"Original Device Name:","Intel Meteor Lake/Arrow Lake-U/H - USB Type-C Subsystem PCIe Root Port #16"
"Device Class:","PCI-to-PCI Bridge"
"Revision ID:","10"
"PCI Address (Bus:Device:Function) Number:","0:7:0"
"PCI Latency Timer:","0"
"Hardware ID:","PCI\VEN_8086&DEV_7EC4&SUBSYS_00000048&REV_10"
"Version:","1.1"
"Maximum Link Width:","x4"
"Current Link Width:","Not negotiated"
"Maximum Link Speed:","2.5 GT/s"
"Current Link Speed:","2.5 GT/s"
"Device/Port Type:","Root Port of PCI Express Root Complex"
"Slot Implemented:","Yes"
"Hot-Plug:","Capable"
"Hot-Plug Surprise:","Capable"
"Emergency Power Reduction:","Not Supported"
"Active State Power Management (ASPM) Support:","L1"
"Active State Power Management (ASPM) Status:","L1 Entry"
"L0s Exit Latency:","512 ns - 1 us"
"L1 Exit Latency:","8 - 16 us"
"Maximum Payload Size Supported:","128 bytes"
"Maximum Payload Size:","128 bytes"
"Resizable BAR Support:","Not Supported"
"Interrupt Line:","N/A"
"Interrupt Pin:","INTA#"
"Bus Mastering:","Disabled"
"Running At 66 MHz:","Not Capable"
