
LENOVO-YOGA-7-1

"Fast Back-to-Back Transactions:","Not Capable"
"Driver Manufacturer:","Microsoft"
"Driver Description:","PCI Express Root Port"
"Driver Provider:","Microsoft"
"Driver Version:","10.0.26100.8972"
"Driver Date:","21-Jun-2006"
"DeviceInstanceId","PCI\VEN_8086&DEV_7EC4&SUBSYS_383417AA&REV_10\3&11583659&1&38"
"Location Paths","PCIROOT(0)#PCI(0700)"

PCI Express x4 Bus #2


Intel Meteor Lake/Arrow Lake-U/H - USB Type-C Subsystem PCIe Root Port #18

"Device Name:","Intel Meteor Lake/Arrow Lake-U/H - USB Type-C Subsystem PCIe Root Port #18"
"Original Device Name:","Intel Meteor Lake/Arrow Lake-U/H - USB Type-C Subsystem PCIe Root Port #18"
"Device Class:","PCI-to-PCI Bridge"
"Revision ID:","10"
"PCI Address (Bus:Device:Function) Number:","0:7:2"
"PCI Latency Timer:","0"
"Hardware ID:","PCI\VEN_8086&DEV_7EC6&SUBSYS_00000050&REV_10"
"Version:","1.1"
"Maximum Link Width:","x4"
"Current Link Width:","Not negotiated"
"Maximum Link Speed:","2.5 GT/s"
"Current Link Speed:","2.5 GT/s"
"Device/Port Type:","Root Port of PCI Express Root Complex"
"Slot Implemented:","Yes"
"Hot-Plug:","Capable"
"Hot-Plug Surprise:","Capable"
"Emergency Power Reduction:","Not Supported"
"Active State Power Management (ASPM) Support:","L1"
"Active State Power Management (ASPM) Status:","L1 Entry"
"L0s Exit Latency:","512 ns - 1 us"
"L1 Exit Latency:","8 - 16 us"
"Maximum Payload Size Supported:","128 bytes"
"Maximum Payload Size:","128 bytes"
"Resizable BAR Support:","Not Supported"
"Interrupt Line:","N/A"
"Interrupt Pin:","INTC#"
"Bus Mastering:","Disabled"
"Running At 66 MHz:","Not Capable"
"Fast Back-to-Back Transactions:","Not Capable"
"Driver Manufacturer:","Microsoft"
"Driver Description:","PCI Express Root Port"
"Driver Provider:","Microsoft"
"Driver Version:","10.0.26100.8972"
"Driver Date:","21-Jun-2006"
"DeviceInstanceId","PCI\VEN_8086&DEV_7EC6&SUBSYS_380217AA&REV_10\3&11583659&1&3A"
"Location Paths","PCIROOT(0)#PCI(0702)"

PCI Express x4 Bus #44


Intel Meteor Lake-U/H - Gaussian & Neural-Network Accelerator (GNA) 3.5

"Device Name:","Intel Meteor Lake-U/H - Gaussian & Neural-Network Accelerator (GNA) 3.5"
"Original Device Name:","Intel Meteor Lake-U/H - Gaussian & Neural-Network Accelerator (GNA) 3.5"
"Device Class:","Unknown Peripheral Device"
"Revision ID:","20"
"PCI Address (Bus:Device:Function) Number:","0:8:0"
"PCI Latency Timer:","0"
"Hardware ID:","PCI\VEN_8086&DEV_7E4C&SUBSYS_380D17AA&REV_20"
"Interrupt Line:","N/A"
"Interrupt Pin:","INTA#"
"Memory Base Address 0","5019314000"
"Bus Mastering:","Disabled"
"Running At 66 MHz:","Not Capable"
"Fast Back-to-Back Transactions:","Not Capable"
"Driver Manufacturer:","Intel Corporation"
"Driver Description:","Intel(R) GNA Scoring Accelerator module"
"Driver Provider:","Intel Corporation"
"Driver Version:","3.5.0.1578"
"Driver Date:","14-Nov-2023"
"DeviceInstanceId","PCI\VEN_8086&DEV_7E4C&SUBSYS_380D17AA&REV_20\3&11583659&1&40"
"Location Paths","PCIROOT(0)#PCI(0800)"

Intel Meteor Lake/Arrow Lake-U/H - Platform Monitoring Technology (PMT)

"Device Name:","Intel Meteor Lake/Arrow Lake-U/H - Platform Monitoring Technology (PMT)"
"Original Device Name:","Intel Meteor Lake/Arrow Lake-U/H - Platform Monitoring Technology (PMT)"
"Device Class:","Other Data Acquisition/Signal Processing Controller"
"Revision ID:","1"
"PCI Address (Bus:Device:Function) Number:","0:10:0"
"PCI Latency Timer:","0"
"Hardware ID:","PCI\VEN_8086&DEV_7D0D&SUBSYS_381217AA&REV_01"
"Version:","2.0"
"Current Link Width:","Not negotiated"
"Maximum Link Speed:","5.0 GT/s"
"Device/Port Type:","Root Complex Integrated Endpoint"
"Slot Implemented:","No"
"Emergency Power Reduction:","Not Supported"
"Active State Power Management (ASPM) Support:","None"
"Active State Power Management (ASPM) Status:","Disabled"
"L0s Exit Latency:","< 64 ns"
"L1 Exit Latency:","< 1 us"
"Maximum Payload Size Supported:","128 bytes"
"Maximum Payload Size:","128 bytes"
"Resizable BAR Support:","Not Supported"
"Interrupt Line:","N/A"
"Interrupt Pin:","N/A"
"Memory Base Address 0","5019280000"
"Bus Mastering:","Disabled"
"Running At 66 MHz:","Not Capable"
"Fast Back-to-Back Transactions:","Not Capable"
"Driver Manufacturer:","Intel(R) Platform Monitoring Technology (PMT) Device"
"Driver Description:","Intel(R) Platform Monitoring Technology (PMT) Driver"
"Driver Provider:","Intel(R) Platform Monitoring Technology (PMT) Device"
"Driver Version:","3.1.2.6"
"Driver Date:","24-May-2024"
"DeviceInstanceId","PCI\VEN_8086&DEV_7D0D&SUBSYS_381217AA&REV_01\3&11583659&1&50"
"Location Paths","PCIROOT(0)#PCI(0A00)"

Intel Meteor Lake/Arrow Lake-U/H Neural Processing Unit (NPU2.7)

"Device Name:","Intel Meteor Lake/Arrow Lake-U/H Neural Processing Unit (NPU2.7)"
"Original Device Name:","Intel Meteor Lake/Arrow Lake-U/H Neural Processing Unit (NPU2.7)"
"Device Class:","Processing Accelerator"
"Revision ID:","4"
"PCI Address (Bus:Device:Function) Number:","0:11:0"
"PCI Latency Timer:","0"
"Hardware ID:","PCI\VEN_8086&DEV_7D1D&SUBSYS_380F17AA&REV_04"
"Version:","2.0"
"Current Link Width:","Not negotiated"
"Maximum Link Speed:","5.0 GT/s"
"Device/Port Type:","Root Complex Integrated Endpoint"
"Slot Implemented:","No"
"Emergency Power Reduction:","Not Supported"
"Active State Power Management (ASPM) Support:","None"
"Active State Power Management (ASPM) Status:","Disabled"
"L0s Exit Latency:","< 64 ns"
"L1 Exit Latency:","< 1 us"
"Maximum Payload Size Supported:","128 bytes"
"Maximum Payload Size:","128 bytes"
"Resizable BAR Support:","Not Supported"
"Interrupt Line:","N/A"
"Interrupt Pin:","N/A"
"Memory Base Address 0","5010000000"
"Memory Base Address 4","5019313000"
"Bus Mastering:","Disabled"
"Running At 66 MHz:","Not Capable"
"Fast Back-to-Back Transactions:","Not Capable"
"Driver Manufacturer:","Intel Corporation"
"Driver Description:","Intel(R) AI Boost"
"Driver Provider:","Intel Corporation"
"Driver Version:","32.0.100.4240"
"Driver Date:","29-Aug-2025"
"DeviceInstanceId","PCI\VEN_8086&DEV_7D1D&SUBSYS_380F17AA&REV_04\3&11583659&1&58"
"Location Paths","PCIROOT(0)#PCI(0B00)"

Intel Meteor Lake-U/H - USB xHCI Host Controller

"Device Name:","Intel Meteor Lake-U/H - USB xHCI Host Controller"
"Original Device Name:","Intel Meteor Lake-U/H - USB xHCI Host Controller"
"Device Class:","USB xHCI Controller"
"Revision ID:","10"
"PCI Address (Bus:Device:Function) Number:","0:13:0"
"PCI Latency Timer:","0"
"Hardware ID:","PCI\VEN_8086&DEV_7EC0&SUBSYS_380517AA&REV_10"
"Interrupt Line:","N/A"
"Interrupt Pin:","N/A"
"Memory Base Address 0","50192F0000"
"Bus Mastering:","Disabled"
"Running At 66 MHz:","Not Capable"
"Fast Back-to-Back Transactions:","Capable"
"USB Version Supported:","3.2"
"Driver Manufacturer:","Microsoft"
"Driver Description:","USB xHCI Compliant Host Controller"
"Driver Provider:","Microsoft"
"Driver Version:","10.0.26100.8972"
"Driver Date:","22-Jul-2026"
"DeviceInstanceId","PCI\VEN_8086&DEV_7EC0&SUBSYS_380517AA&REV_10\3&11583659&1&68"
"Location Paths","PCIROOT(0)#PCI(0D00)"

USB Root Hub


[Port1] : No Device Connected


[Port2] : No Device Connected


[Port3] : No Device Connected


[Port4] : No Device Connected


[Port5] : No Device Connected


Intel Meteor Lake/Arrow Lake - Thunderbolt DMA0 Controller

"Device Name:","Intel Meteor Lake/Arrow Lake - Thunderbolt DMA0 Controller"
"Original Device Name:","Intel Meteor Lake/Arrow Lake - Thunderbolt DMA0 Controller"
"Device Class:","USB4 Host Controller"
"Revision ID:","10"
"PCI Address (Bus:Device:Function) Number:","0:13:2"
"PCI Latency Timer:","0"
"Hardware ID:","PCI\VEN_8086&DEV_7EC2&SUBSYS_381F17AA&REV_10"
"Interrupt Line:","N/A"
"Interrupt Pin:","INTA#"
"Memory Base Address 0","5019240000"
"Memory Base Address 2","5019312000"
"Bus Mastering:","Disabled"
"Running At 66 MHz:","Not Capable"
"Fast Back-to-Back Transactions:","Not Capable"
"USB Version Supported:","4.0"
"Driver Manufacturer:","Microsoft"
"Driver Description:","USB4(TM) Host Router (Microsoft)"
"Driver Provider:","Microsoft"
"Driver Version:","10.0.26100.8972"
"Driver Date:","22-Jul-2026"
"DeviceInstanceId","PCI\VEN_8086&DEV_7EC2&SUBSYS_381F17AA&REV_10&USB4_MS_CM\3&11583659&1&6A"
"Location Paths","PCIROOT(0)#PCI(0D02)"

Intel Meteor Lake/Arrow Lake-U/H - Thunderbolt DMA1 Controller

"Device Name:","Intel Meteor Lake/Arrow Lake-U/H - Thunderbolt DMA1 Controller"
"Original Device Name:","Intel Meteor Lake/Arrow Lake-U/H - Thunderbolt DMA1 Controller"
"Device Class:","USB4 Host Controller"
"Revision ID:","10"
"PCI Address (Bus:Device:Function) Number:","0:13:3"
"PCI Latency Timer:","0"
"Hardware ID:","PCI\VEN_8086&DEV_7EC3&SUBSYS_380B17AA&REV_10"
"Interrupt Line:","N/A"
"Interrupt Pin:","INTA#"
"Memory Base Address 0","5019200000"
"Memory Base Address 2","5019311000"
"Bus Mastering:","Disabled"
"Running At 66 MHz:","Not Capable"
"Fast Back-to-Back Transactions:","Not Capable"
"USB Version Supported:","4.0"
"Driver Manufacturer:","Microsoft"
"Driver Description:","USB4(TM) Host Router (Microsoft)"
"Driver Provider:","Microsoft"
"Driver Version:","10.0.26100.8972"
"Driver Date:","22-Jul-2026"
"DeviceInstanceId","PCI\VEN_8086&DEV_7EC3&SUBSYS_380B17AA&REV_10&USB4_MS_CM\3&11583659&1&6B"
"Location Paths","PCIROOT(0)#PCI(0D03)"

Intel Meteor Lake-U/H PCH - Integrated Sensor Hub (ISH)

"Device Name:","Intel Meteor Lake-U/H PCH - Integrated Sensor Hub (ISH)"
"Original Device Name:","Intel Meteor Lake-U/H PCH - Integrated Sensor Hub (ISH)"
"Device Class:","RS-232 Serial Port"
"Revision ID:","20"
"PCI Address (Bus:Device:Function) Number:","0:18:0"
"PCI Latency Timer:","0"
"Hardware ID:","PCI\VEN_8086&DEV_7E45&SUBSYS_383817AA&REV_20"
"Interrupt Line:","IRQ26"
"Interrupt Pin:","INTA#"
"Memory Base Address 0","50192E0000"
"Bus Mastering:","Enabled"
"Running At 66 MHz:","Not Capable"
"Fast Back-to-Back Transactions:","Not Capable"
"Driver Manufacturer:","Intel"
"Driver Description:","Intel(R) Integrated Sensor Solution"
"Driver Provider:","Intel"
"Driver Version:","5.8.36.0"
"Driver Date:","18-Oct-2024"
"DeviceInstanceId","PCI\VEN_8086&DEV_7E45&SUBSYS_383817AA&REV_20\3&11583659&1&90"
"Location Paths","PCIROOT(0)#PCI(1200)"

Intel Meteor Lake-U/H PCH - Standalone USB xHCI Controller

"Device Name:","Intel Meteor Lake-U/H PCH - Standalone USB xHCI Controller"
"Original Device Name:","Intel Meteor Lake-U/H PCH - Standalone USB xHCI Controller"
"Device Class:","USB xHCI Controller"
"Revision ID:","20"
"PCI Address (Bus:Device:Function) Number:","0:20:0"
"PCI Latency Timer:","0"
"Hardware ID:","PCI\VEN_8086&DEV_7E7D&SUBSYS_381B17AA&REV_20"
"Interrupt Line:","N/A"
"Interrupt Pin:","INTA#"
"Memory Base Address 0","3FFBFDE0000"
"Bus Mastering:","Disabled"
"Running At 66 MHz:","Not Capable"
"Fast Back-to-Back Transactions:","Capable"
"USB Version Supported:","3.2"
"Driver Manufacturer:","Microsoft"
"Driver Description:","USB xHCI Compliant Host Controller"
"Driver Provider:","Microsoft"
"Driver Version:","10.0.26100.8972"
"Driver Date:","22-Jul-2026"
"DeviceInstanceId","PCI\VEN_8086&DEV_7E7D&SUBSYS_381B17AA&REV_20\3&11583659&1&A0"
"Location Paths","PCIROOT(0)#PCI(1400)"

USB Root Hub


[Port1] : No Device Connected


[Port2] : No Device Connected


[Port3] : No Device Connected


[Port4] : No Device Connected


[Port5] : No Device Connected


[Port6] : No Device Connected


[Port7] : No Device Connected


[Port8] : No Device Connected


[Port9] : Luxvisions Innovation, PID=00C2

"Device Manufacturer:","Luxvisions Innovation"
"Product Name:","Luxvisions Innovation, PID=00C2"
"Serial Number:","-"
"USB Version Supported:","2.01"
"USB Speed Capable:","USB 2.0 High-speed"
"USB Speed Connected:","USB 2.0 High-speed"
"Maximum Current:","500 mA"
"Driver Description:","USB Composite Device"
"Hardware ID:","USB\VID_30C9&PID_00C2"
"Driver Manufacturer:","Microsoft"
"Driver Description:","USB Composite Device"
"Driver Provider:","Microsoft"
"Driver Version:","10.0.26100.8972"
"Driver Date:","21-Jun-2006"
"DeviceInstanceId","USB\VID_30C9&PID_00C2\01.00.00"
"Location Paths","PCIROOT(0)#PCI(1400)#USBROOT(0)#USB(9)"

[Port10] : Intel(R) Wireless Bluetooth(R)

"Device Manufacturer:","Intel"
"Product Name:","Intel(R) Wireless Bluetooth(R)"
"Serial Number:","-"
"USB Version Supported:","2.01"
"USB Speed Capable:","USB 1.1 Full-speed"
"USB Speed Connected:","USB 1.1 Full-speed"
"Maximum Current:","100 mA"
"Driver Description:","Intel(R) Wireless Bluetooth(R)"
"Hardware ID:","USB\VID_8087&PID_0033"
"Driver Manufacturer:","Intel Corporation"
"Driver Description:","Intel(R) Wireless Bluetooth(R)"
"Driver Provider:","Intel Corporation"
"Driver Version:","23.160.0.9"
"Driver Date:","20-Jul-2025"
"DeviceInstanceId","USB\VID_8087&PID_0033\5&26F9EC6&0&10"
"Location Paths","PCIROOT(0)#PCI(1400)#USBROOT(0)#USB(10)"

[Port11] : No Device Connected


[Port12] : No Device Connected


[Port13] : No Device Connected


[Port14] : No Device Connected


Intel Meteor Lake-U/H PCH - Shared SRAM

"Device Name:","Intel Meteor Lake-U/H PCH - Shared SRAM"
"Original Device Name:","Intel Meteor Lake-U/H PCH - Shared SRAM"
"Device Class:","RAM/Memory Controller"
"Revision ID:","20"
"PCI Address (Bus:Device:Function) Number:","0:20:2"
"PCI Latency Timer:","0"
"Hardware ID:","PCI\VEN_8086&DEV_7E7F&SUBSYS_382717AA&REV_20"
"Interrupt Line:","N/A"
"Interrupt Pin:","N/A"
"Memory Base Address 0","5019308000"
"Memory Base Address 2","5019310000"
"Bus Mastering:","Enabled"
"Running At 66 MHz:","Not Capable"
"Fast Back-to-Back Transactions:","Not Capable"
"Driver Manufacturer:","INTEL"
"Driver Description:","Intel(R) Shared SRAM - 7E7F"
"Driver Provider:","INTEL"
"Driver Version:","10.1.47.12"
"DeviceInstanceId","PCI\VEN_8086&DEV_7E7F&SUBSYS_382717AA&REV_20\3&11583659&1&A2"
"Location Paths","PCIROOT(0)#PCI(1402)"

Intel Wi-Fi 6E AX211 160MHz

"Device Name:","Intel Wi-Fi 6E AX211 160MHz"
"Original Device Name:","Intel Meteor Lake-U/H PCH - CNVi: Wi-Fi"
"Device Class:","Other Network Adapter"
"Revision ID:","20"
"PCI Address (Bus:Device:Function) Number:","0:20:3"
"PCI Latency Timer:","0"
"Hardware ID:","PCI\VEN_8086&DEV_7E40&SUBSYS_00948086&REV_20"
"Version:","2.0"
"Current Link Width:","Not negotiated"
"Maximum Link Speed:","5.0 GT/s"
"Device/Port Type:","Root Complex Integrated Endpoint"
"Slot Implemented:","No"
"Emergency Power Reduction:","Not Supported"
"Active State Power Management (ASPM) Support:","None"
"Active State Power Management (ASPM) Status:","Disabled"
"L0s Exit Latency:","< 64 ns"
"L1 Exit Latency:","< 1 us"
"Maximum Payload Size Supported:","128 bytes"
"Maximum Payload Size:","128 bytes"
"Resizable BAR Support:","Not Supported"
"Interrupt Line:","N/A"
"Interrupt Pin:","INTC#"
"Memory Base Address 0","5019304000"
"Bus Mastering:","Enabled"
"Running At 66 MHz:","Not Capable"
"Fast Back-to-Back Transactions:","Not Capable"
"Driver Manufacturer:","Intel"
"Driver Description:","Intel(R) Wi-Fi 6E AX211 160MHz"
"Driver Provider:","Intel"
"Driver Version:","23.160.0.4"
"Driver Date:","21-Jul-2025"
"DeviceInstanceId","PCI\VEN_8086&DEV_7E40&SUBSYS_00948086&REV_20\3&11583659&1&A3"
"Location Paths","PCIROOT(0)#PCI(1403)"

Intel Meteor Lake-U/H PCH - I2C Controller #0

"Device Name:","Intel Meteor Lake-U/H PCH - I2C Controller #0"
"Original Device Name:","Intel Meteor Lake-U/H PCH - I2C Controller #0"
"Device Class:","Other Serial Bus Controller"
"Revision ID:","20"
"PCI Address (Bus:Device:Function) Number:","0:21:0"
"PCI Latency Timer:","0"
"Hardware ID:","PCI\VEN_8086&DEV_7E78&SUBSYS_383517AA&REV_20"
"Interrupt Line:","IRQ32"
"Interrupt Pin:","INTA#"
"Memory Base Address 0","3FFBFDFA000"
"Bus Mastering:","Enabled"
"Running At 66 MHz:","Not Capable"
"Fast Back-to-Back Transactions:","Not Capable"
"Driver Manufacturer:","Intel Corporation"
"Driver Description:","Intel(R) Serial IO I2C Host Controller - 7E78"
"Driver Provider:","Intel Corporation"
"Driver Version:","30.100.2418.12"
"Driver Date:","29-Apr-2024"
"DeviceInstanceId","PCI\VEN_8086&DEV_7E78&SUBSYS_383517AA&REV_20\3&11583659&1&A8"
"Location Paths","PCIROOT(0)#PCI(1500)"

Intel Meteor Lake-U/H PCH - I2C Controller #1

"Device Name:","Intel Meteor Lake-U/H PCH - I2C Controller #1"
"Original Device Name:","Intel Meteor Lake-U/H PCH - I2C Controller #1"
"Device Class:","Other Serial Bus Controller"
"Revision ID:","20"
"PCI Address (Bus:Device:Function) Number:","0:21:1"
"PCI Latency Timer:","0"
"Hardware ID:","PCI\VEN_8086&DEV_7E79&SUBSYS_381E17AA&REV_20"
"Interrupt Line:","IRQ33"
"Interrupt Pin:","INTB#"
"Memory Base Address 0","0"
"Bus Mastering:","Disabled"
"Running At 66 MHz:","Not Capable"
"Fast Back-to-Back Transactions:","Not Capable"
"Driver Manufacturer:","Intel Corporation"
"Driver Description:","Intel(R) Serial IO I2C Host Controller - 7E79"
"Driver Provider:","Intel Corporation"
"Driver Version:","30.100.2418.12"
"Driver Date:","29-Apr-2024"
"DeviceInstanceId","PCI\VEN_8086&DEV_7E79&SUBSYS_381E17AA&REV_20\3&11583659&1&A9"
"Location Paths","PCIROOT(0)#PCI(1501)"

Intel Meteor Lake-U/H PCH - Intel CSME: HECI #1

"Device Name:","Intel Meteor Lake-U/H PCH - Intel CSME: HECI #1"
"Original Device Name:","Intel Meteor Lake-U/H PCH - Intel CSME: HECI #1"
"Device Class:","Other Communication Device"
"Revision ID:","20"
"PCI Address (Bus:Device:Function) Number:","0:22:0"
"PCI Latency Timer:","0"
"Hardware ID:","PCI\VEN_8086&DEV_7E70&SUBSYS_383F17AA&REV_20"
"Interrupt Line:","N/A"
"Interrupt Pin:","INTA#"
"Memory Base Address 0","501930D000"
"Bus Mastering:","Enabled"
"Running At 66 MHz:","Not Capable"
"Fast Back-to-Back Transactions:","Not Capable"
"Driver Manufacturer:","Intel"
"Driver Description:","Intel(R) Management Engine Interface #1"
"Driver Provider:","Intel"
"Driver Version:","2512.7.3.0"
"Driver Date:","20-Mar-2025"
"DeviceInstanceId","PCI\VEN_8086&DEV_7E70&SUBSYS_383F17AA&REV_20\3&11583659&1&B0"
"Location Paths","PCIROOT(0)#PCI(1600)"

Intel Meteor Lake-U/H PCH - PCI Express Root Port #6

"Device Name:","Intel Meteor Lake-U/H PCH - PCI Express Root Port #6"
"Original Device Name:","Intel Meteor Lake-U/H PCH - PCI Express Root Port #6"
"Device Class:","PCI-to-PCI Bridge"
"Revision ID:","20"
"PCI Address (Bus:Device:Function) Number:","0:28:0"
"PCI Latency Timer:","0"
"Hardware ID:","PCI\VEN_8086&DEV_7E3D&SUBSYS_00000000&REV_20"
"Version:","4.0"
"Maximum Link Width:","x1"
"Current Link Width:","x1"
"Maximum Link Speed:","16.0 GT/s"
"Current Link Speed:","2.5 GT/s"
"Device/Port Type:","Root Port of PCI Express Root Complex"
"Slot Implemented:","Yes"
"Hot-Plug:","Not Capable"
"Hot-Plug Surprise:","Not Capable"
"Slot Power Limit:","10.000 W"
"Emergency Power Reduction:","Not Supported"
"Active State Power Management (ASPM) Support:","L1"
"Active State Power Management (ASPM) Status:","L1 Entry"
"L0s Exit Latency:","2 - 4 us"
"L1 Exit Latency:","32 - 64 us"
"Maximum Payload Size Supported:","256 bytes"
"Maximum Payload Size:","128 bytes"
"Resizable BAR Support:","Not Supported"
"Interrupt Line:","N/A"
"Interrupt Pin:","INTB#"
"Bus Mastering:","Enabled"
"Running At 66 MHz:","Not Capable"
"Fast Back-to-Back Transactions:","Not Capable"
"Driver Manufacturer:","Microsoft"
"Driver Description:","PCI Express Root Port"
"Driver Provider:","Microsoft"
"Driver Version:","10.0.26100.8972"
"Driver Date:","21-Jun-2006"
"DeviceInstanceId","PCI\VEN_8086&DEV_7E3D&SUBSYS_383D17AA&REV_20\3&11583659&1&E0"
"Location Paths","PCIROOT(0)#PCI(1C00)"

PCI Express x1 Bus #86 [J6C1]


RealTek Semiconductor PCI-E Card Reader

"Device Name:","RealTek Semiconductor PCI-E Card Reader"
"Original Device Name:","RealTek Semiconductor PCI-E Card Reader"
"Device Class:","Unknown"
"Revision ID:","1"
"PCI Address (Bus:Device:Function) Number:","86:0:0"
"PCI Latency Timer:","0"
"Hardware ID:","PCI\VEN_10EC&DEV_522A&SUBSYS_38D817AA&REV_01"
"Version:","2.0"
"Maximum Link Width:","x1"
"Current Link Width:","x1"
"Maximum Link Speed:","5.0 GT/s"
"Current Link Speed:","2.5 GT/s"
"Device/Port Type:","PCI Express Endpoint"
"Slot Implemented:","No"
"Emergency Power Reduction:","Not Supported"
"Active State Power Management (ASPM) Support:","L0s and L1"
"Active State Power Management (ASPM) Status:","L1 Entry"
"L0s Exit Latency:",">4 us"
"L1 Exit Latency:","32 - 64 us"
"Maximum Payload Size Supported:","128 bytes"
"Maximum Payload Size:","128 bytes"
"Resizable BAR Support:","Not Supported"
"Interrupt Line:","N/A"
"Interrupt Pin:","INTA#"
"Memory Base Address 0","8C0FF000"
"Bus Mastering:","Disabled"
"Running At 66 MHz:","Not Capable"
"Fast Back-to-Back Transactions:","Not Capable"
"Driver Manufacturer:","Realtek Semiconductor Corp."
"Driver Description:","Realtek PCIE CardReader"
"Driver Provider:","Realtek Semiconductor Corp."
"Driver Version:","10.0.26200.21385"
"Driver Date:","25-Aug-2025"
"DeviceInstanceId","PCI\VEN_10EC&DEV_522A&SUBSYS_38D817AA&REV_01\00000001004CE00000"
"Location Paths","PCIROOT(0)#PCI(1C00)#PCI(0000)"

Intel Meteor Lake-H PCH - eSPI Controller

"Device Name:","Intel Meteor Lake-H PCH - eSPI Controller"
"Original Device Name:","Intel Meteor Lake-H PCH - eSPI Controller"
"Device Class:","PCI-to-ISA Bridge"
"Revision ID:","20"
"PCI Address (Bus:Device:Function) Number:","0:31:0"
"PCI Latency Timer:","0"
"Hardware ID:","PCI\VEN_8086&DEV_7E02&SUBSYS_384117AA&REV_20"
"Interrupt Line:","N/A"
"Interrupt Pin:","N/A"
"Bus Mastering:","Enabled"
"Running At 66 MHz:","Not Capable"
"Fast Back-to-Back Transactions:","Not Capable"
"Driver Manufacturer:","Microsoft"
"Driver Description:","PCI standard ISA bridge"
"Driver Provider:","Microsoft"
"Driver Version:","10.0.26100.1150"
"Driver Date:","21-Jun-2006"
"DeviceInstanceId","PCI\VEN_8086&DEV_7E02&SUBSYS_384117AA&REV_20\3&11583659&1&F8"
"Location Paths","PCIROOT(0)#PCI(1F00)"

Intel Meteor Lake-U/H PCH - cAVS (Audio, Voice, Speech)

"Device Name:","Intel Meteor Lake-U/H PCH - cAVS (Audio, Voice, Speech)"
"Original Device Name:","Intel Meteor Lake-U/H PCH - cAVS (Audio, Voice, Speech)"
"Device Class:","Multimedia Audio Adapter"
"Revision ID:","20"
"PCI Address (Bus:Device:Function) Number:","0:31:3"
"PCI Latency Timer:","32"
"Hardware ID:","PCI\VEN_8086&DEV_7E28&SUBSYS_382F17AA&REV_20"
"Interrupt Line:","N/A"
"Interrupt Pin:","INTA#"
"Memory Base Address 0","3FFBFDFC000"
"Memory Base Address 4","3FFBFE00000"
"Bus Mastering:","Enabled"
"Running At 66 MHz:","Not Capable"
"Fast Back-to-Back Transactions:","Not Capable"
"Driver Manufacturer:","Intel(R) Corporation"
"Driver Description:","Intel® Smart Sound Technology BUS"
"Driver Provider:","Intel(R) Corporation"
"Driver Version:","20.40.12446.0"
"Driver Date:","17-Oct-2025"
"DeviceInstanceId","PCI\VEN_8086&DEV_7E28&SUBSYS_382F17AA&REV_20\3&11583659&1&FB"
"Location Paths","PCIROOT(0)#PCI(1F03)"

Intel Meteor Lake-U/H PCH - SMBus Controller

"Device Name:","Intel Meteor Lake-U/H PCH - SMBus Controller"
"Original Device Name:","Intel Meteor Lake-U/H PCH - SMBus Controller"
"Device Class:","SMBus (System Management Bus)"
"Revision ID:","20"
"PCI Address (Bus:Device:Function) Number:","0:31:4"
"PCI Latency Timer:","0"
"Hardware ID:","PCI\VEN_8086&DEV_7E22&SUBSYS_384317AA&REV_20"
"Interrupt Line:","N/A"
"Interrupt Pin:","INTC#"
"Memory Base Address 0","501930C000"
"I/O Base Address 4","EFA0"
"Bus Mastering:","Disabled"
"Running At 66 MHz:","Not Capable"
"Fast Back-to-Back Transactions:","Capable"
"Driver Manufacturer:","INTEL"
"Driver Description:","Intel(R) SMBus - 7E22"
"Driver Provider:","INTEL"
"Driver Version:","10.1.47.12"
"DeviceInstanceId","PCI\VEN_8086&DEV_7E22&SUBSYS_384317AA&REV_20\3&11583659&1&FC"
"Location Paths","PCIROOT(0)#PCI(1F04)"

Intel Meteor Lake-U/H PCH - SPI (flash) Controller

"Device Name:","Intel Meteor Lake-U/H PCH - SPI (flash) Controller"
"Original Device Name:","Intel Meteor Lake-U/H PCH - SPI (flash) Controller"
"Device Class:","Other Serial Bus Controller"
"Revision ID:","20"
"PCI Address (Bus:Device:Function) Number:","0:31:5"
"PCI Latency Timer:","0"
"Hardware ID:","PCI\VEN_8086&DEV_7E23&SUBSYS_384A17AA&REV_20"
"Interrupt Line:","N/A"
"Interrupt Pin:","N/A"
"Memory Base Address 0","FE010000"
"Bus Mastering:","Enabled"
"Running At 66 MHz:","Not Capable"
"Fast Back-to-Back Transactions:","Not Capable"
"Driver Manufacturer:","INTEL"
"Driver Description:","Intel(R) SPI - 7E23"
"Driver Provider:","INTEL"
"Driver Version:","10.1.47.12"
"DeviceInstanceId","PCI\VEN_8086&DEV_7E23&SUBSYS_384A17AA&REV_20\3&11583659&1&FD"
"Location Paths","PCIROOT(0)#PCI(1F05)"

Video Adapter


Intel Arc Graphics

"Video Chipset:","Intel Arc Graphics"
"Video Chipset Codename:","Meteor Lake"
"Video Memory:","9356348 KBytes of SDRAM"
"Video Card:","Intel Meteor Lake-P - Integrated Graphics [Lenovo]"
"Video Bus:","PCIe v1.1 x1 (2.5 GT/s) @ x1 (2.5 GT/s)"
"GPU Type:","Integrated"
"Video RAMDAC:","Internal"
"Graphics Processor Clock:","300.0 MHz"
